"Product.Name";"substance";"concentration";"rack_position";"volume";"Well_ID_384";"Row_ID_384";"Col_ID_384";"Target";"Library_ID"
"Dabrafenib with Trametinib";"Drug59";"0,2";"A9";"100";"I11";"I";"11";"";"8"
"Dabrafenib with Trametinib";"Drug59";"0,04";"A9";"100";"A16";"A";"16";"";"8"
"Vinblastin";"Drug6";"0,04";"E6";"100";"M08";"M";"8";"TUBB";"8"
"Vinblastin";"Drug6";"0,008";"E6";"100";"N05";"N";"5";"TUBB";"8"
"Vinblastin";"Drug6";"0,2";"E6";"100";"A12";"A";"12";"TUBB";"8"
"Vinblastin";"Drug6";"0,0016";"E6";"100";"A11";"A";"11";"TUBB";"8"
"Vinblastin";"Drug6";"1";"E6";"100";"L08";"L";"8";"TUBB";"8"
"Irinotecan mit 5-FU";"Drug60";"1";"B9";"100";"B19";"B";"19";"";"8"
"Irinotecan mit 5-FU";"Drug60";"0,04";"B9";"100";"M14";"M";"14";"";"8"
"Irinotecan mit 5-FU";"Drug60";"0,008";"B9";"100";"M17";"M";"17";"";"8"
"Irinotecan mit 5-FU";"Drug60";"0,0016";"B9";"100";"A13";"A";"13";"";"8"
"Irinotecan mit 5-FU";"Drug60";"0,2";"B9";"100";"N07";"N";"7";"";"8"
"MK-1775";"Drug61";"0,2";"E4";"100";"L17";"L";"17";"WEE1";"8"
"MK-1775";"Drug61";"0,008";"E4";"100";"G13";"G";"13";"WEE1";"8"
"MK-1775";"Drug61";"1";"E4";"100";"O15";"O";"15";"WEE1";"8"
"MK-1775";"Drug61";"0,04";"E4";"100";"D14";"D";"14";"WEE1";"8"
"MK-1775";"Drug61";"0,0016";"E4";"100";"E18";"E";"18";"WEE1";"8"
"Oxaliplatin mit 5-FU";"Drug62";"0,2";"C9";"100";"L16";"L";"16";"";"8"
"Oxaliplatin mit 5-FU";"Drug62";"0,008";"C9";"100";"O10";"O";"10";"";"8"
"Oxaliplatin mit 5-FU";"Drug62";"0,04";"C9";"100";"D21";"D";"21";"";"8"
"Oxaliplatin mit 5-FU";"Drug62";"1";"C9";"100";"L05";"L";"5";"";"8"
"Oxaliplatin mit 5-FU";"Drug62";"0,0016";"C9";"100";"J14";"J";"14";"";"8"
"PHENFORMIN";"Drug63";"0,008";"D5";"100";"H08";"H";"8";"PRKAA1";"8"
"PHENFORMIN";"Drug63";"0,04";"D5";"100";"C19";"C";"19";"PRKAA1";"8"
"PHENFORMIN";"Drug63";"0,0016";"D5";"100";"B17";"B";"17";"PRKAA1";"8"
"PHENFORMIN";"Drug63";"1";"D5";"100";"N15";"N";"15";"PRKAA1";"8"
"PHENFORMIN";"Drug63";"0,2";"D5";"100";"L04";"L";"4";"PRKAA1";"8"
"Trifluoridin/Tipiracil";"Drug64";"1";"D9";"100";"B07";"B";"7";"";"8"
"Trifluoridin/Tipiracil";"Drug64";"0,2";"D9";"100";"P18";"P";"18";"";"8"
"Trifluoridin/Tipiracil";"Drug64";"0,04";"D9";"100";"I16";"I";"16";"";"8"
"Trifluoridin/Tipiracil";"Drug64";"0,0016";"D9";"100";"P06";"P";"6";"";"8"
"Trifluoridin/Tipiracil";"Drug64";"0,008";"D9";"100";"K04";"K";"4";"";"8"
"Volasertib";"Drug65";"0,2";"C5";"100";"K22";"K";"22";"PLK1";"8"
"Volasertib";"Drug65";"1";"C5";"100";"P02";"P";"2";"PLK1";"8"
"Volasertib";"Drug65";"0,008";"C5";"100";"N20";"N";"20";"PLK1";"8"
"Volasertib";"Drug65";"0,04";"C5";"100";"A05";"A";"5";"PLK1";"8"
"Volasertib";"Drug65";"0,0016";"C5";"100";"I20";"I";"20";"PLK1";"8"
"VX-702";"Drug66";"0,04";"G6";"100";"I07";"I";"7";"MAPK12";"8"
"VX-702";"Drug66";"0,008";"G6";"100";"N12";"N";"12";"MAPK12";"8"
"VX-702";"Drug66";"1";"G6";"100";"E24";"E";"24";"MAPK12";"8"
"VX-702";"Drug66";"0,0016";"G6";"100";"P15";"P";"15";"MAPK12";"8"
"VX-702";"Drug66";"0,2";"G6";"100";"D13";"D";"13";"MAPK12";"8"
"Irinotecan mit 5-FU + Gefitinib";"Drug67";"0,2";"9E";"100";"I19";"I";"19";"";"8"
"Irinotecan mit 5-FU + Gefitinib";"Drug67";"0,008";"9E";"100";"A04";"A";"4";"";"8"
"Irinotecan mit 5-FU + Gefitinib";"Drug67";"0,04";"9E";"100";"C02";"C";"2";"";"8"
"Irinotecan mit 5-FU + Gefitinib";"Drug67";"0,0016";"9E";"100";"E03";"E";"3";"";"8"
"Irinotecan mit 5-FU + Gefitinib";"Drug67";"1";"9E";"100";"M23";"M";"23";"";"8"
"Oxaliplatin mit 5-FU + Gefitinib";"Drug68";"0,04";"9F";"100";"B15";"B";"15";"";"8"
"Oxaliplatin mit 5-FU + Gefitinib";"Drug68";"0,0016";"9F";"100";"D08";"D";"8";"";"8"
"Oxaliplatin mit 5-FU + Gefitinib";"Drug68";"0,2";"9F";"100";"E04";"E";"4";"";"8"
"Oxaliplatin mit 5-FU + Gefitinib";"Drug68";"1";"9F";"100";"I18";"I";"18";"";"8"
"Oxaliplatin mit 5-FU + Gefitinib";"Drug68";"0,008";"9F";"100";"M05";"M";"5";"";"8"
"Everolimus";"Drug7";"0,0016";"D2";"100";"C09";"C";"9";"MTOR";"8"
"Everolimus";"Drug7";"0,2";"D2";"100";"B13";"B";"13";"MTOR";"8"
"Everolimus";"Drug7";"0,04";"D2";"100";"N02";"N";"2";"MTOR";"8"
"Everolimus";"Drug7";"1";"D2";"100";"L10";"L";"10";"MTOR";"8"
"Everolimus";"Drug7";"0,008";"D2";"100";"L11";"L";"11";"MTOR";"8"
"Palbociclib";"Drug8";"0,2";"C2";"100";"F24";"F";"24";"CDK4";"8"
"Palbociclib";"Drug8";"1";"C2";"100";"D09";"D";"9";"CDK4";"8"
"Palbociclib";"Drug8";"0,008";"C2";"100";"E23";"E";"23";"CDK4";"8"
"Palbociclib";"Drug8";"0,04";"C2";"100";"K14";"K";"14";"CDK4";"8"
"Palbociclib";"Drug8";"0,0016";"C2";"100";"A10";"A";"10";"CDK4";"8"
"YM155";"Drug9";"0,008";"E2";"100";"D18";"D";"18";"";"8"
"YM155";"Drug9";"1";"E2";"100";"A14";"A";"14";"";"8"
"YM155";"Drug9";"0,04";"E2";"100";"A03";"A";"3";"";"8"
"YM155";"Drug9";"0,2";"E2";"100";"E02";"E";"2";"";"8"
"YM155";"Drug9";"0,0016";"E2";"100";"L20";"L";"20";"";"8"
"Staurosporine_500nM";"Stauro_500nM";"1";"10A";"100";"H14";"H";"14";"";"8"
"Staurosporine_500nM";"Stauro_500nM";"0,04";"10A";"100";"J19";"J";"19";"";"8"
"Staurosporine_500nM";"Stauro_500nM";"0,2";"10A";"100";"M16";"M";"16";"";"8"
"Staurosporine_500nM";"Stauro_500nM";"0,0016";"10A";"100";"H05";"H";"5";"";"8"
"Staurosporine_500nM";"Stauro_500nM";"1";"10A";"100";"L15";"L";"15";"";"8"
"Staurosporine_500nM";"Stauro_500nM";"0,04";"10A";"100";"O17";"O";"17";"";"8"
"Staurosporine_500nM";"Stauro_500nM";"0,2";"10A";"100";"O23";"O";"23";"";"8"
"Staurosporine_500nM";"Stauro_500nM";"0,0016";"10A";"100";"M20";"M";"20";"";"8"
"Staurosporine_500nM";"Stauro_500nM";"1";"10A";"100";"G09";"G";"9";"";"8"
"Staurosporine_500nM";"Stauro_500nM";"0,04";"10A";"100";"A09";"A";"9";"";"8"
"Staurosporine_500nM";"Stauro_500nM";"0,2";"10A";"100";"O03";"O";"3";"";"8"
"Staurosporine_500nM";"Stauro_500nM";"0,0016";"10A";"100";"F09";"F";"9";"";"8"
